,MAL_ID,Name_x,Japanese name,Type,Genres_x,Producer,Studio,sypnopsis,Voice Actors
10318,32454,Usakame,うさかめ,TV,"Slice of Life, Comedy, Sports, Shounen","['DAX Production', 'Earth Star Entertainment']",['Millepensee'],"The girls of the Usakame High tennis club, Tanaka Kinako, Suzuki Ayako, Sato Kurumi, and Nishiarai-Taishi Nishi, pursue their various dreams... This high school comedy kind of thing starts now. Usakame , the official rival of the high intensity comedy Teekyuu , depicts the mostly ordinary but slightly strange daily lives of four girls who devote themselves to practice. All members of Earth Star Dream, an Earth Star Entertainment idol unit of nationally famous voice actors, appear in the show! Sit back, relax, and enjoy Teekyuu 's rival Usakame . (Source: Crunchyroll)","['TanijiriMaria', 'KotamaHikaru', 'NakashimaYuki', 'AraidaIzumi', 'HanazawaKana', 'MimoriSuzuko', 'NarumiKyoko', 'WatanabeYui', 'AiharaArisa', 'SogabeEri']"
10328,32483,Cheer Danshi!!,チア男子!!,TV,"Sports, Drama, School","['Bandai Visual', 'Lantis', 'Nihon Ad Systems', 'Tokyo MX', 'Shueisha', 'Sony PCL']",['Brain&#039;s Base'],"fter suffering from a shoulder injury, shy first-year university student Haruki Bandou gladly takes the opportunity to give up judo, failing to find happiness in the sport regardless of his family owning a dojo. He did not expect, however, that his best friend Kazuma Hashimoto would also decide to leave their university's judo club at the same time as him. Despite Haruki's protests, Kazuma already has plans for a new and revolutionary activity: a cheerleading team made up of only men. Although heavily reluctant, Haruki ends up helping his friend set up the team. Through sheer determination, and with support from their newfound club members, Haruki and Kazuma persist in founding the Breakers, the first ever all-male cheerleading team of Meishiin University, slowly making history in spite of the feminine tag attached to the sport of cheerleading and the prejudices, physical challenges, and self-doubts that inevitably follow.","['YonaiYuki', 'OkamotoNobuhiko', 'SugitaTomokazu', 'OnoYuuki', 'MuraseAyumu', 'HatanakaTasuku', 'BunYousei', 'KuwanoKousuke', 'KaidaYuuko', 'FujimuraAyumi']"
10330,32491,Kanojo to Kanojo no Neko: Everything Flows,彼女と彼女の猫 -Everything Flows-,TV,"Slice of Life, Psychological, Romance","['Lantis', 'CoMix Wave Films']",['LIDENFILMS'],"For the longest time, it's just been the two of them. ""Kanojo"" and her cat Daru are inseparable, having grown up together. Now a junior in college, Tomoka—her roommate of a year and a half—moves out of their shared apartment, and in order to keep her living space, Kanojo must find a job. Day by day, Daru watches her continued efforts from a cat's-eye view, eagerly awaiting his owner's return. When she gets back, once again, it's just she and her cat. Kanojo to Kanojo no Neko: Everything Flows is a charming short series about the bond between a pet and his owner.","['AsanumaShintarou', 'HanazawaKana', 'YahagiSayuri', 'HiramatsuAkiko']"
10331,32494,Days (TV),DAYS,TV,"Sports, School, Shounen","['Dentsu', 'Animax', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Tokyo MX', 'Lawson HMV Entertainment', 'BS11', 'Animatic', 'Techno Sound']",['MAPPA'],"The series is about two boys named Tsukushi and Jin. Tsukushi is a boy with no special talent or traits while Jin is considered a soccer genius. On one stormy night, Jin meets Tsukushi, and they get dragged into the world of soccer. (Source: MAL News)","['YoshinagaTakuto', 'MatsuokaYoshitsugu', 'NamikawaDaisuke', 'OnoDaisuke', 'IseMariya', 'MiyanoMamoru', 'SakuraiTakahiro', 'ShimonoHiro', 'SekiTomokazu', 'ToyonagaToshiyuki']"
10336,32526,Love Live! Sunshine!!,ラブライブ！サンシャイン!!,TV,"Music, Slice of Life, School","['Bandai Visual', 'Lantis', 'Magic Capsule', 'ASCII Media Works', 'Bushiroad']",['Sunrise'],"Chika Takami, a self-proclaimed normal girl, has never been involved in any clubs and lacked any notable talents. However, after a visit to Tokyo, she discovers a stage where even an ordinary girl like her could shine—the world of school idols. Inspired by the former superstar school idol group μ's, Chika is determined to start her own school idol club in her seaside hometown at Uranohoshi Girl's High School. But even before gathering any students to join the group, the aspiring school idol finds her greatest obstacle to be student council president Dia Kurosawa who stands firmly against the creation of the club. Just when it seems there is no hope, Chika meets Riko Sakurauchi, a transfer student from Otonokizaka High School, home of μ's. Somewhat shy but a talented piano player, Chika believes her to be a promising recruit, though convincing her to join is easier said than done. In spite of that, Chika chooses to charge forward and overcome the obstacles keeping her from forming a school idol group that shines as bright as the nine that came before her.","['KobayashiAika', 'SaitouShuka', 'TakatsukiKanako', 'AidaRikako', 'SuzukiAina', 'FurihataAi', 'KomiyaArisa', 'InamiAnju', 'SuwaNanaka', 'SatouHinata']"
10338,32542,Sakamoto Desu ga?,坂本ですが？,TV,"Slice of Life, Comedy, School, Seinen","['Kadokawa Shoten', 'TBS', 'DAX Production', 'Daiichikosho', 'King Records']",['Studio Deen'],"Sophisticated, suave, sublime; all words which describe the exceedingly handsome and patently perfect Sakamoto. Though it is only his first day in high school, his attractiveness, intelligence, and charm already has the girls swooning and the guys fuming with jealousy. No one seems able to derail him, as all attempts at tripping him up are quickly foiled. His sangfroid is indomitable, his wits peerless. Will any of Sakamoto's classmates, or even teachers, be able to reach his level of excellence? Probably not, but they just might learn a thing or two trying...","['MidorikawaHikaru', 'YusaKouji', 'IshidaAkira', 'SugitaTomokazu', 'MorikuboShoutarou', 'NakaharaMai', 'Kujira', 'NabatameHitomi', 'HorieYui', 'IwataMitsuo']"
10342,32551,Digimon Adventure tri. 3: Kokuhaku,デジモンアドベンチャーtri.（トライ）第３章「告白」,Movie,"Action, Adventure, Comedy, Drama","['Bandai', 'Ai Addiction']",['Toei Animation'],"The Chosen Children are in shock after the betrayal of Meicoomon, the digital monster who had recently joined their group alongside her human partner, Meiko Mochizuki. Koushirou Izumi is determined to diagnose the infection that took control of Meicoomon. Meanwhile, Takeru Takaishi realizes that his own partner, Patamon, is starting to exhibit alarming symptoms similar to that of other infected Digimon, like Meicoomon. Just then, the Chosen Children receive a message from the mysterious entity Homeostasis, who informs them that their world is in danger of total destruction—and the Digital World, the home of the Digimon, is too. Homeostasis plans to enact a ""Reboot,"" which will reset all the data that makes up the Digital World and eradicate the infection. However, the Reboot will also erase the memories of all Digimon, including the Childrens' partners. Can the Chosen Children stop Meicoomon before the Reboot becomes necessary, or is this the end of their time together with their Digimon?","['HanaeNatsuki', 'HosoyaYoshimasa', 'IchimichiMao', 'EnokiJunya', 'SakamotoChika', 'YoshidaHitomi', 'TamuraMutsumi', 'TokumitsuYuka', 'MimoriSuzuko', 'MatsumotoMiwa']"
10344,32555,Stella no Mahou,ステラのまほう,TV,"Game, Slice of Life, Comedy, School","['Kadokawa Shoten', 'AT-X', 'flying DOG', 'Houbunsha', 'Hakuhodo DY Music &amp; Pictures']",['Silver Link.'],"Upon enrolling in high school, Tamaki Honda joins a club for making doujin games known as the SNS Club. Joined by programmer Shiina, writer Ayame, and composer Kayo, Tamaki begins working as an illustrator for the club's next game. (Source: Wikipedia)","['NaganawaMaria', 'MurakawaRie', 'YuukiAoi', 'OzawaAri', 'MaekawaRyouko', 'ImamuraAyaka', 'ShimojiShino', 'AkasakiChinatsu', 'TaichiYou', 'AraiSatomi']"
10351,32568,Kamiwaza Wanda,カミワザ・ワンダ,TV,"Sci-Fi, Kids",['TBS'],['TMS Entertainment'],"The story is set in a world where every event has been turned into programs, and mysterious monsters known as ""Promin"" maintain the world. However, many Promin who have turned into bugs known as ""Bugmin"" are responsible for many of the world's real-life bugs. Left alone, they may eventually turn into a big problem. The boy Yuuto encounters the space dog Wanda, and the pair use a camera-like device and key items to capture Bugmin. Promin themselves are able to do things like ""accelerate objects,"" ""spew fire,"" or ""create objects,"" through an ability known as ""Kamiwaza"" (miracle), and are able to fend off Bugmin with it. At first, the Bugmin only cause small, bothersome things, but it will soon elevate into a global scale threat. Can one boy and one dog save the world? (Source: ANN)","['KokuryuSachi', 'YamaguchiKappei', 'KatouEmiri', 'HamazoeShinya', 'OgamiShinnosuke', 'MirunoJun', 'IwaseShuuhei', 'MimoriSuzuko', 'ShindouKei', 'KunoMisaki']"
10354,32574,Kekkai Sensen: Ousama no Restaurant no Ousama,血界戦線 王様のレストランの王様,OVA,"Action, Comedy, Super Power, Supernatural, Fantasy, Shounen",['TOHO animation'],['Bones'],"The Winter 2016 issue of Jump SQ.Crown magazine (pictured), which will go on sale on January 22, has announced that Yasuhiro Nightow's supernatural action manga Kekkai Sensen (Blood Blockade Battlefront) will receive an OVA episode. The episode, titled ""Ousama no Restaurant no Ousama,"" will be released on June 3, 2016, with the Kekkai Sensen guide book titled Blood Blockade Battlefront Binge Bible. It adapts a story from the eighth volume of the manga. Rie Matsumoto returns to direct the episode, which will be animated by studio Bones. It has an estimated running time of 25 minutes.","['SakaguchiDaisuke', 'KoyamaRikiya', 'NakaiKazuya', 'KobayashiYuu', 'MiyamotoMitsuru', 'UchidaYuuma', 'MidorikawaHikaru', 'OrikasaAi', 'IshidaAkira']"
10357,32582,Duel Masters VSRF,デュエル・マスターズVSRF,TV,"Action, Adventure, Comedy, Shounen","['TV Tokyo', 'Shogakukan Productions']",['Studio Hibari'],"It is the sequel of Versus Revolution, continuing the chain of events after the battle between the Invaders and Revolutionary. It is also the last season and conclusion of the Versus saga in the anime The 'V' mark that was once on Katta Kirifuda's forehead hides a mysterious force. However, the power was sealed off. Even though the impact of removing the seal does not do much, but Hamukatsu starts to talk! Plus more hamsters that are like Hamukatsu starts to appear! They were then told about a secret organization, the ""Rare Killers"", with the members being transfer students of the school! What is the mystery of the hamsters like Hamukatsu and who exactly are the Rare Killers? The final battle is about to start! (Source: Duel Masters Wikia)","['KobayashiYumiko', 'HirataEriko', 'SugawaraMasayoshi', 'TangeSakura', 'SugiyamaNoriaki', 'MizusawaFumie', 'KobayashiYuu', 'FukushimaJun', 'IshinoRyuuzou', 'FurukawaMakoto']"
10362,32595,Seisen Cerberus: Ryuukoku no Fatalités,聖戦ケルベロス　竜刻のファタリテ,TV,"Adventure, Fantasy","['TV Tokyo', 'Genco', 'Pony Canyon', 'Tohokushinsha Film Corporation', 'Children&#039;s Playground Entertainment', 'Gree']",['Bridge'],"aintaining a delicate balance of power, the kingdoms of Amoria, Ishilfen, and Vanrodis rule over the continent of Kuna'anh. Even the slightest hint of trouble in one country could spark a continent-wide war. However, their one common fear is the evil dragon Daganzord, whose only meaning of existence is to devour and destroy all life. Ten years ago, a group of mages worked together in an effort to seal away the malevolent beast. But the ritual—later known as the ""Balbagoa Tragedy""—was a failure, and many lost their lives. Though his parents died in this tragedy, Hiiro was saved by the swordsman Giruu. Under the latter's tutelage, Hiiro learned swordsmanship with the sole purpose of seeking revenge. Now a budding master himself, he sets out in search of Daganzord in order to realize his long-awaited vengeance, or to be consumed by the dragon and meet the same fate as his parents.","['MatsuokaYoshitsugu', 'IchimichiMao', 'IseMariya', 'UchidaMaaya', 'KusunokiTaiten', 'OmoroMasayuki', 'NumakuraManami', 'UedaYouji', 'OgasawaraArisa', 'KawasakiMeiko']"
10363,32596,The Snack World (TV),スナックワールド (TV),TV,"Adventure, Comedy, Kids, Fantasy","['TOHO animation', 'Level-5']","['OLM', 'OLM Digital']","In ""a certain era"" on ""a certain continent,"" banal things are happening. The construction of ""Large-Scale Leisure Facilities"" has demanded that all the villages are to be evicted. When these demands are denied, the village and its residents are obliterated. A boy named Chap once lived in tranquility, but that happiness soon came crumbling down. He decides to embark on a journey of revenge, but soon falls madly in love with the king's daughter, Princess Melora. In order to fulfill her selfish wishes, he gathers his friends in order to overcome the impossible.",['MiyazawaTadashi']
10366,32601,12-sai.: Chicchana Mune no Tokimeki,12歳。～ちっちゃなムネのトキメキ～,TV,"Romance, School, Shoujo","['Shogakukan Productions', 'AT-X', 'Nippon Columbia', 'Tokyo MX', 'Shogakukan', 'East Japan Marketing &amp; Communications', 'Sun TV']",['OLM'],"aching a period of life where they are neither a child nor an adult, 12-year-old Hanabi Ayase and Aoi Yui meet with life-changing events. Due to the mischievous demeanor of her male classmates, Ayase does not think highly of the opposite sex. However, her perspective begins to change after she is paired with the kind-hearted Takao Yuuto for a class assignment and unexpectedly shared their first kisses with each other on the school rooftop. With her best friend discovering love, Aoi yearns to seek her own. She finds herself falling in love with the rash Kazuma Hiyama after protecting her from a rejected suitor who had talked behind her back. 12-sai.: Chicchana Mune no Tokimeki follows the four in this phase of adolescence. As they grow up alongside each other, this sweet romance depicts the innocence and excitement of first love.","['HorieShun', 'KakumaAi', 'KimuraJuri', 'SaitouSouma', 'KakiharaTetsuya', 'TachibanaShinnosuke', 'HaraSayuri', 'MakiguchiMayuki']"
10367,32603,Okusama ga Seitokaichou!+!,おくさまが生徒会長!＋!,TV,"Comedy, Romance, Ecchi, School, Shounen","['DAX Production', 'Dream Creation', 'Studio CHANT']",['Seven'],"The story begins with Izumi Hayato running to be student council president. But when a beautiful girl swings in promising the liberalization of love while flinging condoms into the audience, he ends up losing to her and becoming the vice president. At the student council meeting, the newly-elected president invites herself over to Izumi's house, where she promptly announces she is to become Izumi's wife thanks to an agreement—facilitated by alcohol—made between their parents when they were only 3. (Source: MAL Scanlations)","['TaketatsuAyana', 'OkitsuKazuyuki', 'TsudaMinami', 'FujimotoAoi', 'ShiraishiRyouko', 'NagatsumaJuri', 'SugiyamaYoshie', 'KanedaTomoko', 'TokuiSora']"
10368,32606,Onigiri,鬼斬,TV,"Comedy, Supernatural, Fantasy","['Being', 'Zack Promotion', 'Bushiroad Music']",['Pierrot Plus'],"cient Japan is under attack by powerful beings called ""Kamikui,"" and it is up to the ""Oni"" and his band of eight beautiful female warriors to stop them. Each of these girls have unique skills, abilities, and personalities. They partner themselves with the Oni, Jin, to stop the miasma of darkness sweeping across Japan. Onigiri follows the escapades of Jin and his merry companions as they strengthen their bonds and fend off the demonic invasion.","['MimoriSuzuko', 'SuzukiAina', 'MatsuiEriko', 'HaraNatsuko', 'KittaIzumi', 'NakaneMonya', 'NakashimaYuki', 'MimoriSuzuko']"
10369,32607,Gi(a)rlish Number,ガーリッシュ ナンバー,TV,Slice of Life,"['Frontier Works', 'TBS', 'DAX Production', 'ASCII Media Works', 'NBCUniversal Entertainment Japan', 'i0+', 'Medicos Entertainment', 'NichiNare']",['Diomedea'],"College student Chitose Karasuma is determined not to do boring things as she enters the adult world. To this end, this bad-mannered beauty barges into a facility that trains would-be voice actors and actresses, somehow landing a job at ""Number One Produce,"" a seiyuu agency managed by her older brother, Gojou. In Chitose's mind, she's poised for greatness, but finds herself at a loss when she continues to only get minor roles. As she clashes with other girls in the agency, including a cunning airhead and a girl with a Kansai accent, Chitose is about to learn that there's more to succeeding in this competitive industry than she imagined. (Source: ANN)","['SenbongiSayaka', 'IshikawaYui', 'OonishiSaori', 'SuzukiEri', 'HondoKaede', 'NakaiKazuya', 'UmeharaYuuichirou', 'MatsuokaYoshitsugu', 'TamuraSeiko', 'SatouAmina']"
10370,32608,Endride,エンドライド,TV,"Adventure, Fantasy","['VAP', 'Nippon Television Network', 'Nippon Television Music', 'Takara Tomy A.R.T.S', 'CyberAgent', 'Forecast Communications']",['Brain&#039;s Base'],"Shun Asanaga is a 15-year-old junior high school student with an optimistic and bright personality. One day, he finds a mysterious crystal in the office of his father, who is a scientist and businessman. When Shun touches it, the world becomes distorted, and he is sent into the world of Endra. Emilio, a prince of the kingdom of Endra, is nearing his 16th birthday and despises the reigning king, Delzain. Since Emilio is now at the age when he can inherit the throne, he takes up a weapon and attempts revenge. However, because Emilio is too weak, he is captured by Delzain and put in prison. When Emilio is in grief, the wall of his cell becomes distorted and Shun appears from there with two goals: return to his own world, and complete Emilio's revenge. What future lies ahead for the two boys trying to survive in Endra, yet raised in two different worlds? (Source: MAL News)","['OnoKensho', 'MasudaToshiki', 'ItouShizuka', 'MizushimaYuu', 'OhashiAyaka', 'TakahashiHiroki', 'UchidaYuuma', 'ToriumiKousuke', 'YuukiAoi', 'MiyazakiChieko']"
10373,32615,Youjo Senki,幼女戦記,TV,"Action, Military, Magic","['Media Factory', 'AT-X', 'Enterbrain', 'Sony Music Communications']",['NUT'],"Tanya Degurechaff is a young soldier infamous for predatorial-like ruthlessness and an uncanny, tactical aptitude, earning her the nickname of the ""Devil of the Rhine."" Underneath her innocuous appearance, however, lies the soul of a man who challenged Being X, the self-proclaimed God, to a battle of wits—which resulted in him being reincarnated as a little girl into a world of magical warfare. Hellbent on defiance, Tanya resolves to ascend the ranks of her country's military as it slowly plunges into world war, with only Being X proving to be the strongest obstacle in recreating the peaceful life she once knew. But her perceptive actions and combat initiative have an unintended side effect: propelling the mighty Empire into becoming one of the most powerful nations in mankind's history.","['YuukiAoi', 'HayamiSaori', 'OotsukaHouchuu', 'MikiShinichiro', 'TomatsuHaruka', 'GendaTesshou', 'HamanoDaiki', 'TezukaHideaki', 'TobitaNobuo', 'HoriuchiKenyuu']"
10392,32648,Handa-kun,はんだくん,TV,"Slice of Life, Comedy, Shounen","['Square Enix', 'Lantis', 'TBS', 'DAX Production', 'Memory-Tech', 'TC Entertainment', 'Docomo Anime Store', 'NichiNare']",['Diomedea'],"Hated by everyone around him, Sei Handa goes about his high school life regarded as an outcast—or at least that's what he believes. In reality, Sei is the most popular student on campus, revered by all for his incomparable calligraphy skills, good looks, and cool personality. However, due an endless series of misunderstandings, Handa perceives the worship he receives from his legions of fans as bullying, leading the school's idol to shut himself off from the rest of his classmates. But distancing himself from his peers doesn't deter them from adoring him; in fact, his attempts at drawing attention away from himself often end up unintentionally converting even the most skeptical of students into believers. Fashion models, shut-in delinquents, obsessive fangirls, and more—none can stand against the brilliance that is Sei Handa.","['ShimazakiNobunaga', 'YamashitaDaiki', 'HosoyaYoshimasa', 'KakiharaTetsuya', 'HiroseYuuya', 'KuwataniNatsuko', 'HondoKaede', 'OkitsuKazuyuki', 'KugimiyaRie', 'ItouMiku']"
10395,32664,Bananya,ばなにゃ,TV,"Slice of Life, Comedy, Kids","['TMS Entertainment', 'DAX Production']",['Gathering'],"ove a nondescript kitchen counter quietly hangs a bunch of ripe, yellow bananas. Suddenly, one of the slender fruits begins to shake, gently at first but slowly increasing in ferocity until it tears itself away from the rest. With a graceful landing, the long and curvy edible gradually rolls back its golden peels, revealing what lies beneath its firm covering to be... a cat? This mysterious feline-fruit hybrid is named Bananya. Carefree and gentle, the adorable creature dreams of one day becoming a luscious bananya bathed in chocolate. Together with his fellow bananya, this kitten cloaked in yellow passes its days without a care in the world, enjoying a rather calm and peaceful existence as it experiences what the world has to offer.","['KajiYuuki', 'MuraseAyumu', 'KajiYuuki', 'KajiYuuki', 'MuraseAyumu', 'MuraseAyumu', 'KajiYuuki', 'KajiYuuki', 'MuraseAyumu', 'KajiYuuki']"
10400,32673,Udon no Kuni no Kiniro Kemari,うどんの国の金色毛鞠,TV,"Slice of Life, Fantasy, Seinen","['VAP', 'Nippon Television Network', 'Nippon Television Music', 'Nishinippon Broadcasting', 'Dai Nippon Printing', 'Shinchosha']",['LIDENFILMS'],"Taking a break from the hustle and bustle of Tokyo, Souta Tawara returns to his hometown in Kagawa. Though his parents are no longer around, his former home and family-owned udon restaurant reminds him of the times his family was still together. Reminiscing about his childhood, Souta enters the udon restaurant and discovers a grimy young boy sleeping. At first, Souta thinks nothing of the chance encounter and provides the boy with food and clothing. However, to his surprise, the boy suddenly sprouts a furry pair of ears and a tail! Souta soon learns that the nameless boy is actually the rumored shapeshifting tanuki that has been inhabiting Kagawa for many years. Thinking that the boy has been living a lonely life, he decides to take him in and name him Poko. Udon no Kuni no Kiniro Kemari follows the heartwarming relationship between Souta and Poko, and through the time they spend together, Souta recalls his own past, the place he left behind for the city, and the relationship he had with his father.","['KokidoShiho', 'NakamuraYuuichi', 'KurodaTakaya', 'SugitaTomokazu', 'TachibanaShinnosuke', 'NakaharaMai', 'KobayashiYuu', 'HanazawaKana', 'KokidoShiho', 'MakinoYui']"
10402,32681,Uchuu Patrol Luluco,宇宙パトロールルル子,TV,"Action, Adventure, Comedy, Space","['Half H.P Studio', 'AT-X', 'flying DOG', 'Ultra Super Pictures', 'Good Smile Company', 'bilibili']",['Trigger'],"ving an abnormal existence in Ogikubo, an intergalactic melting pot of humans and aliens as well as the only Space Immigration Zone on Earth, Luluco is a bubbly middle school girl who just wants to be normal. One morning, however, her father, who works at the Space Patrol, eats a volatile sleep capsule by mistake and is frozen solid! To make matters worse, Luluco accidentally breaks him, so she hurries off to his office for help. There, the chief of the Space Patrol, Over Justice, hires Luluco as a space temp worker for undercover investigations, so that the institution may crack down on crime within her school. Made to don the Space Patrol suit and sent on her way to mete out justice, Luluco attempts to maintain the image of a normal girl who does not stand out in any way. But she soon discovers that with the automatic systems and inherently zealous judiciousness of the Space Patrol suit, continuing to be normal will be more difficult than she thought.","['IchimichiMao', 'ShintaniMayumi', 'EnokiJunya', 'HanMegumi', 'MuraseMichiyo', 'GotouJunichi', 'InadaTetsu', 'HonnaYouko', 'NakaeMitsuki']"
10403,32682,Kagewani: Shou,影鰐-KAGEWANI-承,TV,"Mystery, Horror, Supernatural, Thriller",['Directions'],['Tomovies'],"fter surviving the onslaught at Sarugaku headquarters, Sousuke Banba resumes his investigation of the Kagewani monster hybrids. Armed with the ability to harness the Kagewani's power, the researcher now has a means to eliminate the creatures. But despite the benefits of this skill, it has one major drawback: Sousuke now struggles to maintain his sanity, with the power threatening to consume his body. Soon, threats old and new begin to rear their heads, as the upper echelons of Sarugaku become active once again and an assassin with a personal vendetta sets her sights on Sousuke. Nevertheless, he resolutely forges ahead on his mission, determined to track down the origins of the Kagewani and eliminate their threat once and for all.","['SugitaTomokazu', 'OkiayuRyoutarou', 'NojimaKenji', 'AsanoMasumi', '96neko', 'MiyazakiHiromu', 'KandaAkemi', 'SatouSatomi', 'MadonoMitsuaki']"
10405,32686,Keijo!!!!!!!!,競女!!!!!!!!,TV,"Action, Sports, Ecchi, Shounen","['Sotsu', 'Lantis', 'Warner Bros.', 'KlockWorx', 'Medicos Entertainment', 'Shogakukan', 'NichiNare', 'Radio Osaka']",['Xebec'],"Japan's latest competitive sport, keijo, is dictated by a simple set of rules: female-only participants must stand on circular platforms floating in a pool—referred to as ""lands""—with the goal being to knocking off opponents using only their breasts and butts. Despite this outlandish premise, the sport attracts millions of viewers across the country and boasts a lavish prize pool. Many aspiring athletes take up the challenge in hopes of becoming the next national champion. After graduating from high school, the lively 17-year-old Nozomi Kaminashi enters the world of keijo, hoping to bring home a fortune to her poor family. As a gifted gymnast, Nozomi quickly proves herself a tough competitor after stealing the spotlight in her debut tournament. Meeting new friends and rivals as she climbs the ranks, Nozomi discovers that the path to stardom as a keijo player is filled with intense competition that will challenge not only her body, but also her soul.","['Lynn', 'IchimichiMao', 'HondoKaede', 'OonishiSaori', 'YamamuraHibiku', 'MaedaRena', 'IshigamiShizuka', 'AsanoMasumi', 'TakahashiRie', 'KitagawaRina']"
10409,32696,Fukigen na Mononokean,不機嫌なモノノケ庵,TV,"Comedy, Demons, Supernatural","['Square Enix', 'AT-X', 'Age Global Networks', 'Docomo Anime Store', 'Yomiuri TV Enterprise', 'Tokuma Japan Communications', 'Kanon Sound', 'RAY']",['Pierrot Plus'],"The start of Hanae Ashiya's high school career has not been easy—he has spent all of the first week in the infirmary, and his inexplicable condition is only getting worse. The cause of his torment is the mysterious fuzzy creature that has attached itself to him ever since he stumbled upon it the day before school began. As his health continues to decline and the creature grows in size, Hanae comes across a flyer advertising an exorcist who expels youkai. Desperate and with nothing left to lose, he calls the number and is led to the Mononokean, a tea room which suddenly appears next to the infirmary. A morose-sounding man, Haruitsuki Abeno, reluctantly helps Hanae but demands payment afterward. Much to Hanae's dismay, he cannot afford the fee and must become an employee at the Mononokean to work off his debt. And to make things worse, his new boss is actually one of his classmates. If Hanae ever hopes to settle his debt, he must work together with Abeno to guide a variety of dangerous, strange, and interesting youkai back to the Underworld.","['MaenoTomoaki', 'KajiYuuki', 'SuwabeJunichi', 'OotaniIkue', 'TakagakiAyahi', 'HashimotoChinami', 'HikasaYouko', 'TobitaNobuo', 'TachikiFumihiko']"
10410,32697,Ozmafia!!,オズマフィア,TV,"Harem, Historical, Romance, Fantasy, Shoujo","['Hobi Animation', 'project lights']",['Creators in Pack'],The anime will feature an original story from the game on which it is based.,"['IchikiMitsuhiro', 'OkitsuKazuyuki', 'ShingakiTarusuke', 'KakehashiAtsushi', 'KirimotoTakuya', 'IguchiYuuichi', 'OnoYuuki', 'FujiiKyoko', 'EnokiJunya']"
10415,32717,Aikatsu Stars!,アイカツスターズ！,TV,"Music, School, Shoujo, Slice of Life",['TV Tokyo'],['Bandai Namco Pictures'],"Yume Nijino has been accepted into Four Stars academy, home of the beautiful and talented S4 idol group. She and the other newcomers are determined to discover their talent, with a choice of specializing in beauty, singing, dancing, or drama. A tough road lies ahead of them, and they must rely on each other to overcome their weaknesses and develop their unique strengths. At the first-years' opening performances, Yume performs stellarly but faints and is unable to remember being on stage at all. Struggling to find her talent, she meets Rola ""Laura"" Sakuraba and the two develop a friendly rivalry, working together to learn and improve. Though they have their differences, all the students share the same goal: to become the next S4 idol. But hard work and determination, along with teamwork, are needed if they want to join the elite S4.","['TomitaMiyu', 'AsaiAyaka', 'MurakamiNatsumi', 'MiyamotoYume', 'MorohoshiSumire', 'TadokoroAzusa', 'ShimojiShino', 'NumakuraManami', 'WakuiYuu']"
10416,32717,Aikatsu Stars!,アイカツスターズ！,TV,"Music, School, Shoujo, Slice of Life",['TV Tokyo'],['Bandai Namco Pictures'],"Yume Nijino has been accepted into Four Stars academy, home of the beautiful and talented S4 idol group. She and the other newcomers are determined to discover their talent, with a choice of specializing in beauty, singing, dancing, or drama. A tough road lies ahead of them, and they must rely on each other to overcome their weaknesses and develop their unique strengths. At the first-years' opening performances, Yume performs stellarly but faints and is unable to remember being on stage at all. Struggling to find her talent, she meets Rola ""Laura"" Sakuraba and the two develop a friendly rivalry, working together to learn and improve. Though they have their differences, all the students share the same goal: to become the next S4 idol. But hard work and determination, along with teamwork, are needed if they want to join the elite S4.","['TomitaMiyu', 'AsaiAyaka', 'MurakamiNatsumi', 'MiyamotoYume', 'MorohoshiSumire', 'TadokoroAzusa', 'ShimojiShino', 'NumakuraManami', 'WakuiYuu']"
10418,32729,Orange,orange（オレンジ）,TV,"Sci-Fi, Drama, Romance, School, Shoujo","['TMS Entertainment', 'DAX Production', 'TOHO animation', 'Lawson', 'ABC Animation']",['Telecom Animation Film'],"Naho Takamiya's first day of her sophomore year of high school is off to an uneasy start. After waking up late, she receives a strange letter addressed to her. However, the letter is from herself—10 years in the future! At first, Naho is skeptical of the note; yet, after witnessing several events described to take place, she realizes the letter really is from her 26-year-old self. The note details that Naho's future life is filled with regrets, and she hopes that her younger self can correct the mistakes that were made in the past. The letter also warns her to keep a close eye on the new transfer student, Kakeru Naruse. Naho must be especially careful in making decisions involving him, as Kakeru is not around in the future. With the letter as her guide, Naho now has the power to protect Kakeru before she comes to regret it once more.","['FurukawaMakoto', 'YamashitaSeiichirou', 'HanazawaKana', 'OkitsuKazuyuki', 'TakamoriNatsumi', 'KinugawaRika', 'NotoMamiko', 'SakuraAyane', 'TsuboiTomohiro', 'TakashimaGara']"
10449,32772,Puzzle & Dragons Cross,パズドラクロス,TV,"Game, Kids",['Audio Planning U'],['Studio Pierrot'],"Dorogoza Island is rich in ""Drop Energy"" that players can use on friendly monsters. Once strong enough, they can face enemies in puzzle wars. Winners reap rewards, but what happens to the losers? Only the brave can take on these monstrous challenges! (Source: FUNimation)","['KakiharaTetsuya', 'AmamiyaSora', 'YoshinagaTakuto', 'KanedaTomoko', 'SakamotoChika', 'KondouTakayuki', 'YamashitaNanami', 'HayamiSaori', 'SuzukiTatsuhisa']"
10459,32785,Future Card Buddyfight Triple D,フューチャーカード バディファイトDDD,TV,Game,['Bushiroad'],"['Xebec', 'OLM']",Third season of Future Card Buddyfight .,"['SaitouSouma', 'MizunoMarie', 'AoiShouta', 'MuranakaTomo', 'YasumotoHiroki', 'KurodaTakaya']"
